ons_id,ons_region_id,constituency_name,county_name,region_name,country_name,constituency_type,declaration_time,result,first_party,second_party,electorate,valid_votes,invalid_votes,majority,con,lab,ld,ukip,green,snp,pc,dup,sf,sdlp,uup,alliance,other,other_winner
E14000633,E12000008,Chichester,West Sussex,South East,England,County,2017-06-09 03:10:00,Con hold,Con,Lab,84991,59918,129,22621,36032,13411,6749,1650,1992,0,0,0,0,0,0,0,84,0
E14000634,E12000007,Chingford and Woodford Green,London,London,England,County,2017-06-09 02:52:00,Con hold,Con,Lab,65958,46961,170,2438,23076,20638,2043,0,1204,0,0,0,0,0,0,0,0,0
E14000635,E12000009,Chippenham,Wiltshire,South West,England,County,2017-06-09 03:06:00,Con hold,Con,LD,76432,57140,210,16630,31267,11236,14637,0,0,0,0,0,0,0,0,0,0,0
E14000636,E12000007,Chipping Barnet,London,London,England,Borough,2017-06-09 05:50:00,Con hold,Con,Lab,77218,55423,204,353,25679,25326,3012,0,1406,0,0,0,0,0,0,0,0,0
E14000637,E12000002,Chorley,Lancashire,North West,England,County,2017-06-09 02:26:00,Lab hold,Lab,Con,76404,55634,134,7512,23233,30745,1126,0,530,0,0,0,0,0,0,0,0,0
E14000638,E12000009,Christchurch,Dorset,South West,England,County,2017-06-09 02:26:00,Con hold,Con,Lab,70309,50634,161,25171,35230,10059,4020,0,1325,0,0,0,0,0,0,0,0,0
E14000639,E12000007,Cities Of London and Westminster,London,London,England,Borough,2017-06-09 02:50:00,Con hold,Con,Lab,61533,38654,133,3148,18005,14857,4270,426,821,0,0,0,0,0,0,0,275,0
E14000640,E12000002,City Of Chester,Cheshire,North West,England,County,2017-06-09 03:47:00,Lab hold,Lab,Con,72859,56421,144,9176,22847,32023,1551,0,0,0,0,0,0,0,0,0,0,0
E14000641,E12000001,City Of Durham,Durham,North East,England,County,2017-06-09 02:55:00,Lab hold,Lab,Con,71132,48324,86,12364,14408,26772,4787,1116,797,0,0,0,0,0,0,0,444,0
E14000642,E12000006,Clacton,Essex,East,England,County,2017-06-09 03:09:00,Con gain from UKIP,Con,Lab,69263,44145,73,15828,27031,11203,887,3357,719,0,0,0,0,0,0,0,948,0
E14000643,E12000003,Cleethorpes,Humberside,Yorkshire and The Humber,England,County,2017-06-09 02:58:00,Con hold,Con,Lab,72711,47844,79,10400,27321,16921,1110,2022,470,0,0,0,0,0,0,0,0,0
W07000062,W92000004,Clwyd South,Clwyd,Wales,Wales,County,2017-06-09 01:41:00,Lab hold,Lab,Con,53729,37474,56,4356,14646,19002,731,802,0,0,2293,0,0,0,0,0,0,0
W07000059,W92000004,Clwyd West,Clwyd,Wales,Wales,County,2017-06-09 02:53:00,Con hold,Con,Lab,58263,40654,79,3437,19541,16104,1091,0,0,0,3918,0,0,0,0,0,0,0
S14000011,S92000003,"Coatbridge, Chryston and Bellshill",Scotland,Scotland,Scotland,Borough,2017-06-09 03:27:00,Lab gain from SNP,Lab,SNP,71198,45040,79,1586,7318,19193,922,0,0,17607,0,0,0,0,0,0,0,0
E14000644,E12000006,Colchester,Essex,East,England,Borough,2017-06-09 02:52:00,Con hold,Con,Lab,79996,53545,112,5677,24565,18888,9087,0,828,0,0,0,0,0,0,0,177,0
E14000645,E12000003,Colne Valley,West Yorkshire,Yorkshire and The Humber,England,County,2017-06-09 04:26:00,Lab gain from Con,Lab,Con,84387,60420,158,915,27903,28818,2494,0,892,0,0,0,0,0,0,0,313,0
E14000646,E12000002,Congleton,Cheshire,North West,England,County,2017-06-09 04:07:00,Con hold,Con,Lab,76694,56231,98,12619,31830,19211,2902,1289,999,0,0,0,0,0,0,0,0,0
E14000647,E12000002,Copeland,Cumbria,North West,England,County,2017-06-09 03:01:00,Con gain from Lab,Con,Lab,61751,42927,85,1695,21062,19367,1404,1094,0,0,0,0,0,0,0,0,0,0
E14000648,E12000004,Corby,Northamptonshire,East Midlands,England,County,2017-06-09 04:21:00,Con hold,Con,Lab,83020,59997,94,2690,29534,26844,1545,1495,579,0,0,0,0,0,0,0,0,0
E14000649,E12000005,Coventry North East,West Midlands,West Midlands,England,Borough,2017-06-09 02:43:00,Lab hold,Lab,Con,75759,46508,128,15580,13919,29499,1157,1350,502,0,0,0,0,0,0,0,81,0
E14000650,E12000005,Coventry North West,West Midlands,West Midlands,England,Borough,2017-06-09 02:52:00,Lab hold,Lab,Con,75196,49849,88,8580,18314,26894,1286,1525,666,0,0,0,0,0,0,0,1164,0
E14000651,E12000005,Coventry South,West Midlands,West Midlands,England,Borough,2017-06-09 02:39:00,Lab hold,Lab,Con,70736,47009,114,7947,17927,25874,1343,1037,604,0,0,0,0,0,0,0,224,0
E14000652,E12000008,Crawley,West Sussex,South East,England,Borough,2017-06-09 06:14:00,Con hold,Con,Lab,73425,50273,181,2457,25426,22969,1878,0,0,0,0,0,0,0,0,0,0,0
E14000653,E12000002,Crewe and Nantwich,Cheshire,North West,England,County,2017-06-09 06:26:00,Lab gain from Con,Lab,Con,78895,55027,101,48,25880,25928,1334,1885,0,0,0,0,0,0,0,0,0,0
E14000654,E12000007,Croydon Central,London,London,England,Borough,2017-06-09 04:01:00,Lab gain from Con,Lab,Con,80045,57091,109,5652,24221,29873,1083,1040,626,0,0,0,0,0,0,0,248,0
E14000655,E12000007,Croydon North,London,London,England,Borough,2017-06-09 05:06:00,Lab hold,Lab,Con,87461,59623,131,32365,11848,44213,1656,753,983,0,0,0,0,0,0,0,170,0
E14000656,E12000007,Croydon South,London,London,England,Borough,2017-06-09 05:36:00,Con hold,Con,Lab,83518,61257,123,11406,33334,21928,3541,1116,1125,0,0,0,0,0,0,0,213,0
S14000012,S92000003,"Cumbernauld, Kilsyth and Kirkintilloch East",Scotland,Scotland,Scotland,County,2017-06-09 03:40:00,SNP hold,SNP,Lab,66554,43833,50,4264,8010,14858,1238,605,0,19122,0,0,0,0,0,0,0,0
W07000070,W92000004,Cynon Valley,Gwent and Mid Glamorgan,Wales,Wales,County,2017-06-09 02:27:00,Lab hold,Lab,Con,51334,31802,71,13238,6166,19404,585,1271,0,0,4376,0,0,0,0,0,0,0
E14000657,E12000007,Dagenham and Rainham,London,London,England,Borough,2017-06-09 03:34:00,Lab hold,Lab,Con,70616,45843,73,4652,18306,22958,465,3246,544,0,0,0,0,0,0,0,324,0
E14000658,E12000001,Darlington,Durham,North East,England,Borough,2017-06-09 00:51:00,Lab hold,Lab,Con,66341,44817,79,3280,19401,22681,1031,1180,524,0,0,0,0,0,0,0,0,0
E14000659,E12000008,Dartford,Kent,South East,England,County,2017-06-09 03:12:00,Con hold,Con,Lab,78506,54224,117,13186,31210,18024,1428,2544,807,0,0,0,0,0,0,0,211,0
E14000660,E12000004,Daventry,Northamptonshire,East Midlands,England,County,2017-06-09 04:10:00,Con hold,Con,Lab,75268,55663,102,21734,35464,13730,4015,1497,957,0,0,0,0,0,0,0,0,0
W07000042,W92000004,Delyn,Clwyd,Wales,Wales,County,2017-06-09 02:07:00,Lab hold,Lab,Con,54090,39418,69,4240,16333,20573,1031,0,0,0,1481,0,0,0,0,0,0,0
E14000661,E12000002,Denton and Reddish,Greater Manchester,North West,England,Borough,2017-06-09 04:23:00,Lab hold,Lab,Con,65751,39599,72,14077,11084,25161,853,1798,486,0,0,0,0,0,0,0,217,0
E14000662,E12000004,Derby North,Derbyshire,East Midlands,England,Borough,2017-06-09 03:38:00,Lab gain from Con,Lab,Con,69919,48672,109,2015,21607,23622,2262,1181,0,0,0,0,0,0,0,0,0,0
E14000664,E12000004,Derbyshire Dales,Derbyshire,East Midlands,England,County,2017-06-09 03:39:00,Con hold,Con,Lab,64430,49571,151,14327,29744,15417,3126,0,1002,0,0,0,0,0,0,0,282,0
E14000663,E12000004,Derby South,Derbyshire,East Midlands,England,Borough,2017-06-09 04:10:00,Lab hold,Lab,Con,69918,45306,105,11248,15182,26430,1229,2011,454,0,0,0,0,0,0,0,0,0
E14000665,E12000009,Devizes,Wiltshire,South West,England,County,2017-06-09 06:04:00,Con hold,Con,Lab,72184,50593,107,21136,31744,10608,4706,1706,1606,0,0,0,0,0,0,0,223,0
E14000666,E12000003,Dewsbury,West Yorkshire,Yorkshire and The Humber,England,County,2017-06-09 04:20:00,Lab hold,Lab,Con,81343,56545,155,3321,25493,28814,1214,0,1024,0,0,0,0,0,0,0,0,0
E14000668,E12000003,Doncaster Central,South Yorkshire,Yorkshire and The Humber,England,Borough,2017-06-09 02:25:00,Lab hold,Lab,Con,71718,43024,122,10131,14784,24915,973,0,0,0,0,0,0,0,0,0,2352,0
E14000669,E12000003,Doncaster North,South Yorkshire,Yorkshire and The Humber,England,County,2017-06-09 02:53:00,Lab hold,Lab,Con,72377,42312,76,14024,11687,25711,706,2738,0,0,0,0,0,0,0,0,1470,0
E14000667,E12000003,Don Valley,South Yorkshire,Yorkshire and The Humber,England,County,2017-06-09 02:51:00,Lab hold,Lab,Con,73990,45988,95,5169,19182,24351,856,0,0,0,0,0,0,0,0,0,1599,0
E14000670,E12000008,Dover,Kent,South East,England,County,2017-06-09 01:41:00,Con hold,Con,Lab,74564,51966,76,6437,27211,20774,1336,1722,923,0,0,0,0,0,0,0,0,0
E14000671,E12000005,Dudley North,West Midlands,West Midlands,England,Borough,2017-06-09 07:13:00,Lab hold,Lab,Con,62043,38910,72,22,18068,18090,368,2144,240,0,0,0,0,0,0,0,0,0
E14000672,E12000005,Dudley South,West Midlands,West Midlands,England,Borough,2017-06-09 03:43:00,Con hold,Con,Lab,61323,38244,51,7730,21588,13858,625,1791,382,0,0,0,0,0,0,0,0,0
E14000673,E12000007,Dulwich and West Norwood,London,London,England,Borough,2017-06-09 04:06:00,Lab hold,Lab,Con,78037,56143,162,28156,10940,39096,4475,0,1408,0,0,0,0,0,0,0,224,0
S14000013,S92000003,Dumfries and Galloway,Scotland,Scotland,Scotland,County,2017-06-09 05:36:00,Con gain from SNP,Con,SNP,74206,51599,45,5643,22344,10775,1241,0,0,16701,0,0,0,0,0,0,538,0
S14000014,S92000003,"Dumfriesshire, Clydesdale and Tweeddale",Scotland,Scotland,Scotland,County,2017-06-09 05:54:00,Con hold,Con,SNP,67672,48964,60,9441,24177,8102,1949,0,0,14736,0,0,0,0,0,0,0,0
S14000015,S92000003,Dundee East,Scotland,Scotland,Scotland,Borough,2017-06-09 01:53:00,SNP hold,SNP,Con,65854,42928,57,6645,11746,11176,1615,0,0,18391,0,0,0,0,0,0,0,0
S14000016,S92000003,Dundee West,Scotland,Scotland,Scotland,Borough,2017-06-09 02:01:00,SNP hold,SNP,Lab,62644,38677,99,5262,6257,12783,1189,0,0,18045,0,0,0,0,0,0,403,0
S14000017,S92000003,Dunfermline and West Fife,Scotland,Scotland,Scotland,County,2017-06-09 02:58:00,SNP hold,SNP,Lab,75672,51010,73,844,12593,17277,3019,0,0,18121,0,0,0,0,0,0,0,0
W07000061,W92000004,Dwyfor Meirionnydd,Gwynedd,Wales,Wales,County,2017-06-09 02:45:00,PC hold,PC,Con,44699,30348,67,4850,8837,6273,937,614,0,0,13687,0,0,0,0,0,0,0
E14000674,E12000007,Ealing Central and Acton,London,London,England,Borough,2017-06-09 02:06:00,Lab hold,Lab,Con,74200,55342,191,13807,19230,33037,3075,0,0,0,0,0,0,0,0,0,0,0
E14000675,E12000007,Ealing North,London,London,England,Borough,2017-06-09 02:41:00,Lab hold,Lab,Con,74764,52516,152,19693,14942,34635,1275,921,743,0,0,0,0,0,0,0,0,0
E14000676,E12000007,"Ealing, Southall",London,London,England,Borough,2017-06-09 03:05:00,Lab hold,Lab,Con,65188,45145,173,22090,9630,31720,1892,504,1037,0,0,0,0,0,0,0,362,0
E14000677,E12000001,Easington,Durham,North East,England,County,2017-06-09 03:20:00,Lab hold,Lab,Con,62385,36364,57,14892,8260,23152,460,1727,410,0,0,0,0,0,0,0,2355,0
N06000005,N92000002,East Antrim,Northern Ireland,Northern Ireland,Northern Ireland,County,2017-06-09 02:51:00,DUP hold,DUP,Alliance,62908,38143,126,15923,963,0,0,0,0,0,0,21873,3555,1278,4524,5950,0,0
E14000684,E12000008,Eastbourne,East Sussex,South East,England,Borough,2017-06-09 03:29:00,LD gain from Con,LD,Con,78754,57420,91,1609,25315,4671,26924,0,510,0,0,0,0,0,0,0,0,0
E14000678,E12000009,East Devon,Devon,South West,England,County,2017-06-09 04:18:00,Con hold,Con,Ind,82369,60382,61,8036,29306,6857,1468,1203,0,0,0,0,0,0,0,0,21548,0
S14000018,S92000003,East Dunbartonshire,Scotland,Scotland,Scotland,County,2017-06-09 02:42:00,LD gain from SNP,LD,SNP,66300,51801,68,5339,7563,7531,21023,0,0,15684,0,0,0,0,0,0,0,0
E14000679,E12000007,East Ham,London,London,England,Borough,2017-06-09 03:24:00,Lab hold,Lab,Con,83928,56633,179,39883,7241,47124,656,697,474,0,0,0,0,0,0,0,441,0
E14000680,E12000008,East Hampshire,Hampshire,South East,England,County,2017-06-09 03:26:00,Con hold,Con,Lab,74151,55408,159,25852,35263,9411,8403,0,1760,0,0,0,0,0,0,0,571,0
S14000019,S92000003,"East Kilbride, Strathaven and Lesmahagow",Scotland,Scotland,Scotland,County,2017-06-09 02:03:00,SNP hold,SNP,Lab,80442,54102,81,3866,13704,17157,1590,628,0,21023,0,0,0,0,0,0,0,0
E14000685,E12000008,Eastleigh,Hampshire,South East,England,Borough,2017-06-09 02:37:00,Con hold,Con,LD,81212,57280,136,14179,28889,11454,14710,1477,750,0,0,0,0,0,0,0,0,0
N06000006,N92000002,East Londonderry,Northern Ireland,Northern Ireland,Northern Ireland,County,2017-06-09 02:06:00,DUP hold,DUP,SF,67038,41030,124,8842,330,0,0,0,0,0,0,19723,10881,4423,3135,2538,0,0
S14000020,S92000003,East Lothian,Scotland,Scotland,Scotland,County,2017-06-09 03:07:00,Lab gain from SNP,Lab,SNP,79093,55878,57,3083,16540,20158,1738,0,0,17075,0,0,0,0,0,0,367,0
S14000021,S92000003,East Renfrewshire,Scotland,Scotland,Scotland,County,2017-06-09 02:41:00,Con gain from SNP,Con,SNP,70067,53738,67,4712,21496,14346,1112,0,0,16784,0,0,0,0,0,0,0,0
E14000681,E12000008,East Surrey,Surrey,South East,England,County,2017-06-09 02:17:00,Con hold,Con,Lab,82004,59203,121,23914,35310,11396,6197,2227,1100,0,0,0,0,0,0,0,2973,0
E14000682,E12000008,East Worthing and Shoreham,West Sussex,South East,England,County,2017-06-09 05:03:00,Con hold,Con,Lab,75525,53117,70,5106,25988,20882,2523,1444,1273,0,0,0,0,0,0,0,1007,0
E14000683,E12000003,East Yorkshire,Humberside,Yorkshire and The Humber,England,County,2017-06-09 04:27:00,Con hold,Con,Lab,81065,53956,97,15006,31442,16436,2134,1986,943,0,0,0,0,0,0,0,1015,0
E14000686,E12000002,Eddisbury,Cheshire,North West,England,County,2017-06-09 04:09:00,Con hold,Con,Lab,70272,51319,85,11942,29192,17250,2804,1109,785,0,0,0,0,0,0,0,179,0
S14000022,S92000003,Edinburgh East,Scotland,Scotland,Scotland,Borough,2017-06-09 03:13:00,SNP hold,SNP,Lab,65896,43523,100,3425,8081,15084,1849,0,0,18509,0,0,0,0,0,0,0,0
S14000023,S92000003,Edinburgh North and Leith,Scotland,Scotland,Scotland,Borough,2017-06-09 04:03:00,SNP hold,SNP,Lab,79473,56552,72,1625,15385,17618,2579,0,1727,19243,0,0,0,0,0,0,0,0
S14000024,S92000003,Edinburgh South,Scotland,Scotland,Scotland,Borough,2017-06-09 04:10:00,Lab hold,Lab,SNP,64553,47840,73,15514,9428,26269,1388,0,0,10755,0,0,0,0,0,0,0,0
S14000025,S92000003,Edinburgh South West,Scotland,Scotland,Scotland,Borough,2017-06-09 04:18:00,SNP hold,SNP,Con,71178,49390,74,1097,16478,13213,2124,0,0,17575,0,0,0,0,0,0,0,0
S14000026,S92000003,Edinburgh West,Scotland,Scotland,Scotland,Borough,2017-06-09 03:49:00,LD gain from SNP,LD,SNP,71500,52795,71,2988,11559,7876,18108,0,0,15120,0,0,0,0,0,0,132,0
E14000687,E12000007,Edmonton,London,London,England,Borough,2017-06-09 04:43:00,Lab hold,Lab,Con,65777,43678,113,21115,10106,31221,858,860,633,0,0,0,0,0,0,0,0,0
E14000688,E12000002,Ellesmere Port and Neston,Cheshire,North West,England,County,2017-06-09 03:09:00,Lab hold,Lab,Con,68666,50939,69,11390,18747,30137,892,821,342,0,0,0,0,0,0,0,0,0
E14000689,E12000003,Elmet and Rothwell,West Yorkshire,Yorkshire and The Humber,England,County,2017-06-09 04:25:00,Con hold,Con,Lab,80291,59542,134,9805,32352,22547,2606,0,995,0,0,0,0,0,0,0,1042,0
E14000690,E12000007,Eltham,London,London,England,Borough,2017-06-09 02:43:00,Lab hold,Lab,Con,64474,46155,150,6296,18832,25128,1457,0,0,0,0,0,0,0,0,0,738,0
E14000691,E12000007,Enfield North,London,London,England,Borough,2017-06-09 04:25:00,Lab hold,Lab,Con,68076,48565,125,10247,17930,28177,1036,848,574,0,0,0,0,0,0,0,0,0
E14000692,E12000007,"Enfield, Southgate",London,London,England,Borough,2017-06-09 04:52:00,Lab gain from Con,Lab,Con,65210,48328,158,4355,20634,24989,1925,0,780,0,0,0,0,0,0,0,0,0
E14000693,E12000006,Epping Forest,Essex,East,England,County,2017-06-09 02:11:00,Con hold,Con,Lab,74737,50779,130,18243,31462,13219,2884,1871,1233,0,0,0,0,0,0,0,110,0
E14000694,E12000008,Epsom and Ewell,Surrey,South East,England,Borough,2017-06-09 02:53:00,Con hold,Con,Lab,80029,59266,202,20475,35313,14838,7401,0,1714,0,0,0,0,0,0,0,0,0
E14000695,E12000004,Erewash,Derbyshire,East Midlands,England,County,2017-06-09 01:54:00,Con hold,Con,Lab,72995,49781,86,4534,25939,21405,1243,0,675,0,0,0,0,0,0,0,519,0
E14000696,E12000007,Erith and Thamesmead,London,London,England,Borough,2017-06-09 03:53:00,Lab hold,Lab,Con,69724,44464,79,10014,15571,25585,750,1728,507,0,0,0,0,0,0,0,323,0
E14000697,E12000008,Esher and Walton,Surrey,South East,England,Borough,2017-06-09 03:20:00,Con hold,Con,Lab,80938,59842,52,23298,35071,11773,10374,1034,1074,0,0,0,0,0,0,0,516,0
E14000698,E12000009,Exeter,Devon,South West,England,Borough,2017-06-09 03:26:00,Lab hold,Lab,Con,77330,55423,131,16117,18219,34336,1562,0,1027,0,0,0,0,0,0,0,279,0
S14000028,S92000003,Falkirk,Scotland,Scotland,Scotland,County,2017-06-09 02:09:00,SNP hold,SNP,Lab,82240,53809,58,4923,14088,16029,1120,712,908,20952,0,0,0,0,0,0,0,0
E14000699,E12000008,Fareham,Hampshire,South East,England,County,2017-06-09 01:59:00,Con hold,Con,Lab,78837,57014,124,21555,35915,14360,3896,1541,1302,0,0,0,0,0,0,0,0,0
E14000700,E12000008,Faversham and Mid Kent,Kent,South East,England,County,2017-06-09 03:55:00,Con hold,Con,Lab,72205,49749,77,17413,30390,12977,3249,1702,1431,0,0,0,0,0,0,0,0,0
E14000701,E12000007,Feltham and Heston,London,London,England,Borough,2017-06-09 03:55:00,Lab hold,Lab,Con,81714,53027,111,15603,16859,32462,1387,1510,809,0,0,0,0,0,0,0,0,0
N06000007,N92000002,Fermanagh and South Tyrone,Northern Ireland,Northern Ireland,Northern Ireland,County,2017-06-09 04:09:00,SF gain from UUP,SF,UUP,70601,53481,226,875,0,0,0,0,423,0,0,0,25230,2587,24355,886,0,0
E14000702,E12000009,Filton and Bradley Stoke,Avon,South West,England,County,2017-06-09 04:31:00,Con hold,Con,Lab,72483,50702,164,4190,25339,21149,3052,0,1162,0,0,0,0,0,0,0,0,0
E14000703,E12000007,Finchley and Golders Green,London,London,England,Borough,2017-06-09 04:47:00,Con hold,Con,Lab,73329,52385,159,1657,24599,22942,3463,462,919,0,0,0,0,0,0,0,0,0
E14000704,E12000008,Folkestone and Hythe,Kent,South East,England,County,2017-06-09 01:52:00,Con hold,Con,Lab,86272,58875,97,15411,32197,16786,4222,2565,2498,0,0,0,0,0,0,0,607,0
E14000705,E12000009,Forest Of Dean,Gloucestershire,South West,England,County,2017-06-09 03:34:00,Con hold,Con,Lab,70898,51767,81,9502,28096,18594,2029,1237,1241,0,0,0,0,0,0,0,570,0
N06000008,N92000002,Foyle,Northern Ireland,Northern Ireland,Northern Ireland,County,2017-06-09 02:45:00,SF gain from SDLP,SF,SDLP,70324,45965,177,169,0,0,0,0,0,0,0,7398,18256,18087,0,847,1377,0
E14000706,E12000002,Fylde,Lancashire,North West,England,County,2017-06-09 02:15:00,Con hold,Con,Lab,65937,46467,127,11805,27334,15529,2341,0,1263,0,0,0,0,0,0,0,0,0
E14000707,E12000004,Gainsborough,Lincolnshire,East Midlands,England,County,2017-06-09 03:07:00,Con hold,Con,Lab,75893,51425,150,17023,31790,14767,3630,0,1238,0,0,0,0,0,0,0,0,0
E14000708,E12000002,Garston and Halewood,Merseyside,North West,England,Borough,2017-06-09 02:18:00,Lab hold,Lab,Con,75248,53522,143,32149,9450,41599,1723,0,750,0,0,0,0,0,0,0,0,0
E14000709,E12000001,Gateshead,Tyne and Wear,North East,England,Borough,2017-06-09 02:03:00,Lab hold,Lab,Con,65186,42103,71,17350,10076,27426,1709,2281,611,0,0,0,0,0,0,0,0,0
E14000710,E12000004,Gedling,Nottinghamshire,East Midlands,England,County,2017-06-09 03:04:00,Lab hold,Lab,Con,71223,51682,83,4694,22139,26833,1052,1143,515,0,0,0,0,0,0,0,0,0
E14000711,E12000008,Gillingham and Rainham,Kent,South East,England,Borough,2017-06-09 04:19:00,Con hold,Con,Lab,72903,48868,90,9430,27091,17661,1372,2097,520,0,0,0,0,0,0,0,127,0
S14000029,S92000003,Glasgow Central,Scotland,Scotland,Scotland,Borough,2017-06-09 02:53:00,SNP hold,SNP,Lab,64346,35984,114,2267,5014,13829,1045,0,0,16096,0,0,0,0,0,0,0,0
S14000030,S92000003,Glasgow East,Scotland,Scotland,Scotland,Borough,2017-06-09 02:46:00,SNP hold,SNP,Lab,66242,36166,56,75,6816,13949,567,504,0,14024,0,0,0,0,0,0,306,0
S14000031,S92000003,Glasgow North,Scotland,Scotland,Scotland,Borough,2017-06-09 03:04:00,SNP hold,SNP,Lab,53862,33473,61,1060,4935,11537,1153,0,3251,12597,0,0,0,0,0,0,0,0
S14000032,S92000003,Glasgow North East,Scotland,Scotland,Scotland,Borough,2017-06-09 02:58:00,Lab gain from SNP,Lab,SNP,59931,31775,57,242,4106,13637,637,0,0,13395,0,0,0,0,0,0,0,0
S14000033,S92000003,Glasgow North West,Scotland,Scotland,Scotland,Borough,2017-06-09 03:15:00,SNP hold,SNP,Lab,63773,38844,89,2561,7002,13947,1387,0,0,16508,0,0,0,0,0,0,0,0
S14000034,S92000003,Glasgow South,Scotland,Scotland,Scotland,Borough,2017-06-09 03:10:00,SNP hold,SNP,Lab,69126,44550,83,2027,8506,16285,1447,0,0,18312,0,0,0,0,0,0,0,0
S14000035,S92000003,Glasgow South West,Scotland,Scotland,Scotland,Borough,2017-06-09 03:21:00,SNP hold,SNP,Lab,62991,35378,66,60,5524,14326,661,481,0,14386,0,0,0,0,0,0,0,0
S14000036,S92000003,Glenrothes,Scotland,Scotland,Scotland,County,2017-06-09 02:17:00,SNP hold,SNP,Lab,66378,40399,41,3267,7876,14024,1208,0,0,17291,0,0,0,0,0,0,0,0
E14000712,E12000009,Gloucester,Gloucestershire,South West,England,Borough,2017-06-09 03:20:00,Con hold,Con,Lab,82965,54071,76,5520,27208,21688,2716,1495,754,0,0,0,0,0,0,0,210,0
S14000037,S92000003,Gordon,Scotland,Scotland,Scotland,County,2017-06-09 04:21:00,Con gain from SNP,Con,SNP,78531,53685,55,2607,21861,6340,6230,0,0,19254,0,0,0,0,0,0,0,0
E14000713,E12000008,Gosport,Hampshire,South East,England,Borough,2017-06-09 03:04:00,Con hold,Con,Lab,74152,49481,28,17211,30647,13436,2328,1790,1024,0,0,0,0,0,0,0,256,0
W07000046,W92000004,Gower,West Glamorgan,Wales,Wales,County,2017-06-09 02:46:00,Lab gain from Con,Lab,Con,62163,45576,53,3269,19458,22727,931,642,0,0,1669,0,0,0,0,0,149,0
E14000714,E12000004,Grantham and Stamford,Lincolnshire,East Midlands,England,County,2017-06-09 02:46:00,Con hold,Con,Lab,81740,56593,106,20094,35090,14996,3120,1745,782,0,0,0,0,0,0,0,860,0
E14000715,E12000008,Gravesham,Kent,South East,England,County,2017-06-09 03:11:00,Con hold,Con,Lab,72954,48997,109,9347,27237,17890,1210,1742,723,0,0,0,0,0,0,0,195,0
E14000716,E12000003,Great Grimsby,Humberside,Yorkshire and The Humber,England,Borough,2017-06-09 02:21:00,Lab hold,Lab,Con,61743,35521,60,2565,14980,17545,954,1648,0,0,0,0,0,0,0,0,394,0
E14000717,E12000006,Great Yarmouth,Norfolk,East,England,County,2017-06-09 03:14:00,Con hold,Con,Lab,71408,44146,203,7973,23901,15928,987,2767,563,0,0,0,0,0,0,0,0,0
E14000718,E12000007,Greenwich and Woolwich,London,London,England,Borough,2017-06-09 03:11:00,Lab hold,Lab,Con,77190,53106,200,20714,13501,34215,3785,0,1605,0,0,0,0,0,0,0,0,0
E14000719,E12000008,Guildford,Surrey,South East,England,County,2017-06-09 02:49:00,Con hold,Con,LD,75291,55509,147,17040,30295,10545,13255,0,1152,0,0,0,0,0,0,0,262,0
E14000720,E12000007,Hackney North and Stoke Newington,London,London,England,Borough,2017-06-09 03:22:00,Lab hold,Lab,Con,85058,56298,187,35139,7126,42265,3817,0,2606,0,0,0,0,0,0,0,484,0
E14000721,E12000007,Hackney South and Shoreditch,London,London,England,Borough,2017-06-09 03:09:00,Lab hold,Lab,Con,83099,55354,215,37931,6043,43974,3168,0,1522,0,0,0,0,0,0,0,647,0
E14000722,E12000005,Halesowen and Rowley Regis,West Midlands,West Midlands,England,Borough,2017-06-09 04:41:00,Con hold,Con,Lab,68856,44379,90,5253,23012,17759,859,2126,440,0,0,0,0,0,0,0,183,0
E14000723,E12000003,Halifax,West Yorkshire,Yorkshire and The Humber,England,Borough,2017-06-09 04:33:00,Lab hold,Lab,Con,71224,48276,99,5376,20131,25507,1070,1568,0,0,0,0,0,0,0,0,0,0
E14000724,E12000003,Haltemprice and Howden,Humberside,Yorkshire and The Humber,England,County,2017-06-09 03:59:00,Con hold,Con,Lab,71519,51440,159,15405,31355,15950,2482,0,711,0,0,0,0,0,0,0,942,0
E14000725,E12000002,Halton,Cheshire,North West,England,County,2017-06-09 01:25:00,Lab hold,Lab,Con,73457,49518,85,25405,10710,36115,896,1488,0,0,0,0,0,0,0,0,309,0
E14000726,E12000007,Hammersmith,London,London,England,Borough,2017-06-09 03:42:00,Lab hold,Lab,Con,72803,52252,131,18651,14724,33375,2802,507,800,0,0,0,0,0,0,0,44,0
E14000727,E12000007,Hampstead and Kilburn,London,London,England,Borough,2017-06-09 04:27:00,Lab hold,Lab,Con,82957,58407,165,15560,18904,34464,4100,0,742,0,0,0,0,0,0,0,197,0
E14000728,E12000004,Harborough,Leicestershire,East Midlands,England,County,2017-06-09 03:36:00,Con hold,Con,Lab,78810,57598,118,12429,30135,17706,7286,1361,1110,0,0,0,0,0,0,0,0,0
E14000729,E12000006,Harlow,Essex,East,England,County,2017-06-09 01:34:00,Con hold,Con,Lab,67699,44846,75,7031,24230,17199,970,1787,660,0,0,0,0,0,0,0,0,0
E14000730,E12000003,Harrogate and Knaresborough,North Yorkshire,Yorkshire and The Humber,England,County,2017-06-09 01:13:00,Con hold,Con,LD,77280,56740,139,18168,31477,11395,13309,0,0,0,0,0,0,0,0,0,559,0
E14000731,E12000007,Harrow East,London,London,England,Borough,2017-06-09 03:39:00,Con hold,Con,Lab,71755,50845,142,1757,25129,23372,1573,0,771,0,0,0,0,0,0,0,0,0
